dogrywka/rzuty,overtime/shootouts
dojazdowych,access roads
dojazdu,Directions
dojdziemy,we will get there
dojechać,to get there
dojechała,she arrived
dojedziesz,you will get there
dojrzalszy,more mature
dojrzałości,maturity
dojrzałych,mature
dokarmiania,feeding
dokonana,accomplished
dokonane,accomplished
dokonanej,made
dokonanych,made
dokona³,he made
dokonała,she made
dokonuje,is making
dokonywali,They made
dokonywane,being done
dokonywała,she was making
dokończenie,completion
doktor,doctor
doktora,doctor
doktorantów,PhD students
doktorat,doctorate
doktryny,doctrines
dokuczliwa,annoying
dokumentach,documents
dokumentalnego,documentary
dokumentalnej,documentary
dokumentalnych,Documentary
dokumentami,documents
dokumentem,a document
dokąd,where
dokładając,adding
dokładamy,we add
dokładniej,more precisely
dokładnym,exact
dokładną,exact
doliczony,added
dolinie,in the valley
doliny,valleys
doliną,valley
dolinę,the valley
dolnośląskiego,Lower Silesia
dolnośląskiej,Lower Silesia
dolnośląskim,Lower Silesian
domami,houses
domek,cottage
domen,domains
domeny,domains
domiar,offset
domieszką,admixture
dominikańskiego,Dominican
dominowały,They dominated
dominuje,dominates
dominującej,dominant
dominującym,dominant
domki,cottages
domkowi,homebody
domownik,inmate
domowników,household members
domowy,home
domysły,guesses
domysłów”,"""guesses"""
domówce,home party
dongach,Dongs
donieckim,Donetsk
donosiły,They reported
donoszą,they report
dopada,it hits
dopadł,he caught up
dopasowała,she matched
dopatrzyli,they noticed
dopatrzyła,she noticed
dopełniona,completed
dopełnione,completed
doping,cheering
dopisanie,addition
dopisano,added
dopisało,it was good
dopisujemy,we add
dopisują,they add
dopisywały,they were good
dopiszemy,we will add
dopięła,she got it
dopnie,I will finish
dopracowanym,refined
doprawiony,seasoned
doprowadzają,they bring
doprowadzając,leading to
doprowadzające,leading
doprowadzeniem,bringing
doprowadzi,will lead
doprowadzili,they brought
doprowadzą,they will lead
dopuszcza,allows
dopuszczają,they allow
dopuszczalna,permissible
dopuszczalnego,permissible
dopuszczamy,we allow
dopuszczeni,admitted
dopuścili,they allowed
dopytują,they ask
dopóki,as long as
dopłacać,pay extra
dopłatach,additional payments
dopłatę,additional payment
dop艂atom,additional charges
dorabiające,earning extra money
doradca,counselor
doradczej,advisory
doradczy,advisory
doradczym,advisory
doradców,Advisors
doradcą,counselor
doradzała,she advised
doraźna,temporary
dorobek,Achievements
dorobkiem,achievements
dorobku,achievements
dorocznej,annual
dorodnego,a good-looking one
dorosłości,adulthood
dorosłą,an adult
dorozumieniu,understanding
dorożki,carriages
dorzucił,he added
dosadnych,blunt
doskonalenia,improvement
doskonałym,perfect
doskonałymi,perfect
dostaje,he gets
dostaliśmy,we got
dostaniesz,you will get
dostarczana,delivered
dostarczane,delivered
dostarczaniu,delivering
dostarczany,delivered
dostarczenia,delivery
dostarczeniu,delivery
dostarczy,will deliver
dostarczyły,They provided
dostatecznej,sufficient
dostawach,deliveries
dostawać,get
dostawał,he was getting
dostawcy,Suppliers
dostawcze,delivery vans
dostawczego,delivery
dostawczy,delivery
dostawcę,supplier
dostawiał,he was delivering
dostaæ,get
dostało,got it
dostały,they got
dostosowana,adapted
dostosowaniu,adjustment
dostosował,he adjusted
dostosowywać,to adjust
dostrzec,to notice
dostrzegać,to notice
dostrzegały,they noticed
dostrzegą,they will notice
dostêp,access
dostêpne,accessible
dostępem,access
dostępnej,available
dosz³o,it came
dotarcia,reaching
dotarli,they arrived
dotar³a,she arrived
dotarło,It arrived
dotkliw±,a painful one
dotkniêtych,affected
dotknięte,affected
dotknęło,it touched
dotknęły,they touched
dotowane,subsidized
dotrze,will arrive
dotrzeæ,to reach
dotrą,they will arrive
dotychczasowe,previous
dotychczasowej,the previous one
dotychczasowymi,the previous ones
dotychczasową,the previous one
dotyczyło,it concerned
dotyczyły,they concerned
dotycz±cego,concerning
dotycz膮cej,regarding
double-double,double double
douczyć,to learn more
dowcipne,witty
dowiecie,you will learn
dowiedz,tell me
dowiedziała,she found out
dowiezie,I will bring
dowodem,proof
dowodom,evidence
dowodowy,evidentiary
dowodu,proof
dowodzenia,command
dowodzący,in charge
dowolnej,any
dowolność,freedom
dowolnych,any
dowożone,delivered
dowódca,commander
dowódcą,commander
dowództwa,Command
dowództwem,command
dozbrajaniu,rearming
doznają,they will experience
dozna³a,she suffered
doznało,suffered
dozorem,supervision
dozwolonego,allowed
dozór,supervision
do¶æ,to¶æ
dołoży,he will add
dołącza,joins
dołączają,they join
dołączamy,we join
dołączenia,joining
dołączenie,joining
dołączyła,she joined
dołączyły,They joined
dośrodkowaniu,Crossing
doświadczające,experiencing
doświadczali,They experienced
doświadczać,experience
doświadczeni,experienced
doświadczeniu,experience
doświadczone,experienced
doświadczonych,experienced
doświadczyliśmy,we have experienced
doświadczył,experienced
dożylnego,intravenous
dożynki,harvest festival
dożynkowe,harvest festival
dożywocie,life sentence
dożywotni,life
dożywotnie,for life
dożył,he lived to see
do艂膮czy艂,join
dpa,dpa
drabinki,ladders
dracena,dracaena
dramacie,drama
dramatyczna,dramatic
dramatycznego,dramatic
dramatyczny,dramatic
dramatycznych,dramatic
dramatycznym,dramatic
dramatów,dramas
drapieżniki,predators
drastyczny,drastic
drastycznych,drastic
dressing,dressing
drewnianej,wooden
drewnianych,wooden
drewnie,wood
drewnopodobną,wood-like
drobiu,poultry
drobne,minor
drobnoustrojów,microorganisms
drobnymi,small
drodzy,Dear
droge,road
drogie,expensive
drogiej,dear
drogowa,road
drogowej,road
drogowi,road
drogowskazem,a signpost
drogowych,road
drogowymi,road
drogówkę,traffic police
dronami,drones
dron贸w,drone
drożdże,yeast
drożdżowe,yeast
drożejących,more and more expensive
droższa,more expensive
droższy,more expensive
drożyzny,expensive
drożyznę,expensive
drudzy,the second
drukach,printed matter
drukowanymi,printed
drutowce,wireworms
drutu,wire
druzgocącej,devastating
drużynami,teams
drużynowego,team
drużynowy,team
drużynowym,team
dryblingu,Dribbling
drzewach,trees
drzewie,tree
drzewka,little trees
drzwiach,on the door
drą,they are tearing
drżą,they are shaking
dubstep,dubstep
duchowa,spiritual
duchowego,spiritual
duchownego,a clergyman
duchownych,clergy
duchownym,a clergyman
duchy,ghosts
duetem,a duo
duetu,duo
duetów,duets
dumne,proud
dumnie,proudly
dumny,proud
dumy,pride
duszpasterskiej,pastoral
duszpasterzem,a pastor
duszpasterzu,pastor
duszy,soul
duszącego,suffocating
duńska,Danish
duńskie,Danish
duńskiej,Danish
duża”,"""big"""
dużemu,big
dużymi,big ones
dw,dw
dwadzieścia,twenty
dwojaki,twofold
dwojga,two
dworca,station
dworcach,stations
dworem,the manor house
dworsko-parkowego,manor and park
dworze,at court
dwucyfrowe,double digits
dwudziestolecia,twenty years
dwudziestoletnim,twenty years old
dwudziestu,twenty
dwudziesty,twentieth
dwujezdniowej,dual carriageway
dwukadencyjności,two-term term
dwukadencyjność,two-term term
dwukołowymi,two-wheeled
dwukrotne,twice
dwukrotny,double
dwuletni,biennial
dwuletniej,two-year-old
dwumiesięczniku,bimonthly
dwunastki,twelves
dwunastu,twelve
dwuosobowe,double
dwusprzęgłowym,double clutch
dwustronne,double sided
dwustumetrowe,two hundred meters
dwutlenku,dioxide
dwóch-trzech,two or three
dwójką,two
dwójkę,two
dyktando,dictation
dyktator,dictator
dyktatorzy,dictators
dyktatury,dictatorships
dylematem,a dilemma
dymem,smoke
dymisjonowani,dismissed
dymisjê,resignation
dymnych,smoky
dymu,smoke
dym”,"smoke"""
dynamice,dynamics
dynamiczna,dynamic
dynamicznego,dynamic
dynamicznie,dynamically
dynamiczną,dynamic
dyplom,diploma
dyplomaci,diplomats
dyplomami,diplomas
dyplomatyczne,diplomatic
dyplomatycznej,diplomatic
dyplomatycznie,diplomatically
dyplomatycznym,diplomatic
dyplomów,diplomas
dyrektorem,director
dyrektorki,directors
dyrektywami,directives
dyscyplinach,disciplines
dyscyplinarne,Disciplinary
dyscyplinarnym,disciplinary
dyskami,disks
dyskiem,a disc
dyskomforcie,discomfort
dyskontach,discount stores
dyskontów,discount stores
dyskotece,disco
dyskoteki,discos
dyskrecji”,"discretion"""
dyskusyjny,debatable
dyskusyjnym,debatable
dyskusyjnymi,debatable
dyskusyjną,debatable
dyskwalifikacja,disqualification
dyskwalifikację,disqualification
dysleksję,dyslexia
dyspozycyjnym,available
dyspozytor,dispatcher
dystansach,distances
dystansu,distance
dystopicznego,dystopian
dystrybucja,distribution
dystrybucję,distribution
dystrybutor,distributor
dysydentowi,dissident
dywan,rug
dywany,carpets
dywanów,carpets
dywersyfikację,diversification
dywersyjne,diversionary
dywidendowej”,"dividend"""
dywidendę,dividend
dywizjach,divisions
dywizjonu,division
dyżurnemu,on duty
dyżurny,on duty
dyżurnych,on duty
dyżury,on duty
dzbanków,jugs
dziadek,grandpa
dziadka,Grandpa
dziadkami,grandparents
dziadkiem,Grandpa
dziadku,Grandpa
dziadostwa,crap
dziale,department
dział,department
działacze,activists
działaczem,an activist
działając,acting
działającego,acting
działającym,acting
działalnością,activity
działaniami,activities
działała,it worked
działało,it worked
działały,They worked
działce,plot
działek,plots
działka,plot
działkowcy,gardeners
działkowe,allotment
działkowiczów,allotment gardeners
działów,departments
dzieciaczki,little kids
dziecięce,children's
dziecięcej,children's
dziecięcy,children's
dziedzictwu,inheritance
dziedziczymy,we inherit
dziedziczyły,inherited
dziedzińcu,in the courtyard
dziejach,in history
dzielimy,we share
dzieliła,She shared
dzielnicach,districts
dzielnicowy,district
dzielny,brave
dzielone,divided
dzieląc,dividing
dzienna,daily
dziennego,daily
dziennej,daily
dziennikarek,journalists
dziennikarkę,a journalist
dziennikarstwo,journalism
dziennikarzami,journalists
dzienną,daily
dziesiąta,tenth
dziesiąte,tenth
dziesiątka,ten
dziesiątkami,by the dozens
dziesiątką,ten
dziesiątym,the tenth
dziesiątą,the tenth
dziesięciolecia,decades
dziesięciolecie,decade
dziesięcioletniego,ten years old
dzietności,fertility
dziewczyn,girls
dziewczynie,girl
dziewczynkę,a girl
dziewczynę,a girl
dziewczyńskie,girly
dziewczę,girl
dziewczęce,girly
dziewczętom,to the girls
dziewiąta,ninth
dziewiąty,ninth
dzieñ,Day
dzieł,works
dzieło,work
dziki,wild
dzikich,wild
dzikość,wildness
dziką,wild
dzisiejsza,today's
dzisiejsze,today's
dzisiejszym,today's
dziura,hole
dziury,holes
dziwaczny,bizarre
dziwki,whores
dziwni,strange
dziwnie,strangely
dziwny,weird
dzi¶,today
dziêki,Thanks
dziękował,he thanked
dziękuje,Thank you
dziękują,they thank you
dzi臋ki,thanks
dzwoni,is calling
dzwoniąc,calling
dzwonić,to call
dzwonków,bells
dzwonów,bells
d³ugo,long
d¿entelmenem,a gentleman
dół,hole
dąbrowę,oak forest
dążenie,striving
dążyły,they were striving
dążąca,striving
dębowym,oak
dębu,oak
dęby,oaks
dławienia,choking
dłoniach,in your hands
dłonie,hands
dłoń,hand
długiego,long
długim,long
długoletnią,long-term
długoterminowym,long term
długotrwałej,long-term
długotrwałych,long-term
długowieczności,longevity
długu,debt
długą,long
dłuższe,longer
dłuższej,longer
dłuższych,longer
dłuższym,longer
dźgnięty,stabbed
dźwiga,lifts
dźwigi,cranes
dźwigu,crane
dźwięki,sounds
dźwiękowy,sound
dźwiękowymi,sound
dźwięków,sounds
dżungli,jungle
d艂ug,debt
e-Zdrowia,e-Health
e-booków,e-books
e-commerce,ecommerce
e-papieros,e-cigarette
e-papierosach,e-cigarettes
e-papierosami,e-cigarettes
e-papierosy,e-cigarettes
e-rejestracja,e-registration
e-sportowych,e-sports
eOstroleka.pl,eOstroleka.pl
early,early
ebut.pl,ebut.pl
echa,echoes
ecru,ecru
edukacją,education
edukację”,"""education"""
edukacyjne,educational
edukatora,educator
edukować,educate
edycjach,editions
edycjê,edition
edycją,edition
edytować,edit
edziecko,educecko
efektach,effects
efektowną,spectacular
efektywne,effective
efektywnie,efficiently
efektywniejsze,more effective
efektywności,efficiency
efektywną,effective
efgartigimodu,efgartigimodu
egidą,aegis
egipskiej,Egyptian
egzaminacyjne,examination
egzaminowane,examined
egzaminów,exams
egzekucji,execution
egzekutora,Executor
egzotycznych,exotic
egzystencjalny,existential
ekipa,team
ekipom,to the teams
ekipą,team
ekipę,the team
eklezjalny,ecclesiastical
ekologicznej,ecological
ekologiczny,ecological
ekologicznych,ecological
ekologiczną,ecological
ekonomiczny,economic
ekonomicznych,economic
ekonomiczną,economic
ekonomistka,economist
ekosystemie,ecosystem
ekosystemu,ecosystem
ekranach,screens
ekranami,screens
ekranem,screen
ekranowym,on screen
ekranu,screen
ekshumacja,exhumation
ekshumowane,exhumed
ekskluzywnymi,exclusive
ekspansji,expansion
ekspedientce,the saleswoman
eksperta,expert
ekspertami,experts
ekspertyzy,Expertise
eksperyment,experiment
eksperymentalnej,experimental
eksperymentalną,experimental
eksperymentowania,experimenting
eksperymentować,experiment
eksperymentów,experiments
eksploatuje,exploits
eksplodował,exploded
eksploracji,Exploration
eksplorację,Exploration
eksplorować,to explore
eksplozję,an explosion
eksponaty,exhibits
eksponatów,exhibits
eksponuje,It exposes
eksponują,they expose
eksport,export
eksportowych,export
eksportowym,export
eksportu,export
ekspozycje,exhibitions
ekspresem,by express
ekspresowa,express
ekspresowe,express
ekspresowych,express
ekspresową,express
ekspresówkę,expressway
eksterminacji,extermination
ekstradycja,extradition
ekstradycją,extradition
ekstraligowego,top league
ekstrawagancko,extravagantly
ekstremalnie,extremely
ekstremalnym,extreme
ekstremistycznej,extremist
ekstremizm,extremism
ekstremizmu,extremism
ekwiwalentu,equivalent
elastyczne,flexible
elastycznie,flexibly
elastyczności,flexibility
elastyczność,flexibility
elastyczną,flexible
elegancja,elegance
elegancki,elegant
eleganckie,elegant
eleganckim,elegant
elegancko,elegantly
elegancką,elegant
elekta,elect
elektorat,electorate
elektromagnetyczne,electromagnetic
elektromobilności,electromobility
elektronarzędzia,power tools
elektronika,electronics
elektroniki,electronics
elektrownia,power station
elektrownią,power station
elektrownię,power plant
elektryczna,Electric
elektrycznego,electric
elektrycznym,electric
elektrycznymi,electric
elektryfikacja,electrification
elektryfikacji,electrification
elektryk,electrician
elektryka,Electrician
elektryzowały,electrified
elektryzująco,electrifying
elementami,elements
elementy”,"""elements"""
elewacji,facade
elewację,elevation
eliminacje,eliminations
eliminowania,eliminating
elity,elites
emaila,Email
emerytalne,retirement
emerytalnej,retirement
emerytalnymi,pension
emerytowana,retired
emerytowany,retired
emeryt贸w,retiree
emigracji,emigration
emirackiego,Emirati
emisję,emission
emitowane,emitted
emitował,he was emitting
emituje,emits
emitujący,emitting
emitujących,emitting
emocjonalne,emotional
emocjonalnego,emotional
emocjonalnej,emotional
emocjonalnie,emotionally
emocjonalny,emotional
emocjonuj±ce,exciting
emocjonujące,exciting
emocjonującej,exciting
emocjonujący,exciting
empatię,empathy
endeckich,National Democrats
endorfin,endorphins
energetycznego,energetic
energetycznej,energy
energetycznych,energetic
energetycznym,energetic
energia,energy
energooszczędnych,energy-saving
entuzjazm,enthusiasm
epatują,They are flaunting
epicentrum,epicenter
epicki,epic
epidemiologicznych,epidemiological
epidemię,an epidemic
epilepsję,epilepsy
epitetów,epithets
epoki,eras
erotyczne,erotic
erozja,erosion
erozję,erosion
erudyci,erudite
erę,era
eskadr,squadrons
eskalowanie,Escalation
eskorta”,"escort"""
eskortowani,escorted
estetyczne,aesthetic
estetycznymi,aesthetic
estetyka,aesthetics
estrady,stages
estraligi,extraliga
et,and
etacie,position
etapach,stages
etapowe,staged
etapy,stages
etat,job title
etatach,full-time positions
etnicznej,ethnic
etnicznych,ethnic
etnicznymi,ethnic
etnograficznego,ethnographic
etos,ethos
euforii,euphoria
euforiê,euphoria
eurokołchozem,Eurokolkhoz
europarlamencie,European Parliament
europarlamentarzysta,MEP
europarlamentarzystkę,MEP
europejska,European
europejskim,European
europejskim”,"""European"""
europejską,European
europosłów,MEPs
eurosceptycyzmu,Euroscepticism
eurosceptyczne,Eurosceptic
eurosport.pl,eurosport.pl
euro”,"euro"""
ewakuacja,evacuation
ewakuowana,evacuated
ewakuowanej,evacuated
ewakuowani,evacuated
ewakuować,evacuate
ewangelii,the gospel
ewenementem,a unique event
ewentualna,possible
ewentualności,eventualities
ewentualny,possible
ewentualną,possible
